date,close,v,RSI,OT
2009-12-03,65.82,1.98,23.52941176470605,0
2009-12-04,66.4,1.52,30.555555555555785,0
2009-12-07,66.31,1.37,23.394495412844364,0
2009-12-08,66.28,1.61,23.394495412844364,0
2009-12-09,65.68,1.64,12.831858407079864,1
2009-12-10,65.52,1.84,12.5000000000002,1
2009-12-11,65.74,1.38,16.666666666666814,1
2009-12-14,66.26,1.22,25.48262548262572,0
2009-12-15,66.2,2.89,27.84810126582302,0
2009-12-16,66.17,2.11,29.13907284768233,0
2009-12-17,65.77,1.54,29.268292682927,0
2009-12-18,66.07,1.9,38.29787234042556,0
2009-12-21,65.98,2.72,37.58700696055701,0
2009-12-22,66.1,1.12,42.233009708737896,0
2009-12-23,65.72,1.04,48.60335195530735,1
2009-12-24,65.74,0.61,39.07284768211901,0
2009-12-28,65.71,1.08,39.8648648648647,1
2009-12-29,65.6,1.11,38.81578947368407,1
2009-12-30,65.79,0.56,52.0912547528517,1
2009-12-31,65.72,0.97,53.93700787401579,1
2010-01-04,66.22,1.58,58.51063829787238,1
2010-01-05,66.54,1.31,55.34351145038169,0
2010-01-06,66.2,1.76,50.0,0
2010-01-07,66.46,1.51,54.6325878594248,0
2010-01-08,66.44,1.5,62.18181818181827,0
2010-01-11,66.5,2.62,58.56573705179299,0
2010-01-12,66.0,1.74,50.34246575342458,1
2010-01-13,66.0,1.53,48.21428571428582,1
2010-01-14,65.96,1.32,54.87804878048765,1
2010-01-15,64.94,2.57,38.439306358381614,1
2010-01-19,66.64,5.54,59.06432748538014,1
2010-01-20,69.52,12.48,74.81012658227843,0
2010-01-21,72.72,14.5,81.75985334555448,0
2010-01-22,70.1,8.78,66.27043090638927,1
2010-01-25,68.84,6.57,59.21237693389594,1
2010-01-26,68.0,5.23,54.95251017639076,1
2010-01-27,71.36,19.89,64.52702702702703,1
2010-01-28,73.75,14.15,68.32579185520363,1
2010-01-29,76.43,17.3,72.15077605321508,0
2010-02-01,75.41,13.13,68.94938324117395,0
2010-02-02,75.51,7.98,70.57550843790565,0
2010-02-03,74.36,7.2,67.23000824402305,1
2010-02-04,72.61,11.19,62.80323450134771,1
2010-02-05,73.57,11.74,66.65380162099572,1
2010-02-08,74.23,11.99,65.25934861278648,1
2010-02-09,74.53,13.56,61.23822341857335,1
2010-02-10,74.42,13.79,54.427083333333336,1
2010-02-11,76.69,23.04,67.48010610079575,0
